ID	GeneID	MES_83	MES_326	MES_1123	PN_19	PN_157	PN_528
47618	ENSG00000151012.13	0.837	0.842	0.832	1	1	1
40500	ENSG00000143437.20	0.804	0.914	0.82	0.951	0.955	1
48381	ENSG00000070010.18	0.642	0.794	0.613	0.843	0.816	0.946
38292	ENSG00000197586.12	0.755	0.829	0.765	1	0.908	0.885
3538	ENSG00000073008.14	0.843	0.958	0.85	0.446	0.668	0.103
48383	ENSG00000070010.18	0.692	0.827	0.67	0.863	0.837	0.953
62932	ENSG00000145725.19	0.214	0.178	0.282	0.584	0.385	0.672
79451	ENSG00000223546.6	1	0.791	0.886	0.394	0.165	0.716
5298	ENSG00000138375.12	0.778	0.824	0.875	1	0.959	1
49430	ENSG00000171055.14	0.752	0.795	0.849	1	1	1
65300	ENSG00000162910.18	0.677	0.75	0.903	1	1	1
67447	ENSG00000107521.18	0.673	0.687	0.904	1	1	1
80224	ENSG00000068097.14	1	1	0.979	0.857	0.891	0.8
19057	ENSG00000107957.16	1	1	1	0.749	0.731	0.77
65598	ENSG00000136122.15	0.441	0.591	0.507	0.867	0.883	0.873
54398	ENSG00000149761.8	1	1	0.98	0.871	0.78	0.894
37356	ENSG00000132950.18	1	1	0.94	0.789	0.932	0.848
59637	ENSG00000165669.13	0.766	0.578	0.793	0.417	0.513	0.426
18178	ENSG00000067208.14	0.231	0.429	0.397	1	0.8	0.802
30317	ENSG00000182149.20	0.34	1	1	0	0.114	0
67215	ENSG00000123179.13	0.91	0.796	0.972	0.547	0.665	0.694
14947	ENSG00000157869.14	0.278	0.321	0.253	0.072	0.041	0.278
15038	ENSG00000144426.18	0.653	0.518	0.763	1	1	1
32385	ENSG00000115419.12	0.332	0	0	0.771	0.427	0.318
63902	ENSG00000107186.16	0.925	0.975	0.952	0.784	0.76	0.851
16703	ENSG00000141905.17	0.535	0.386	0.472	0.139	0.164	0.247
52710	ENSG00000110888.17	0.729	0.738	0.683	0.379	0.358	0.497
57743	ENSG00000007541.16	0.242	0.215	0.451	0.767	0.712	1
62672	ENSG00000130669.17	0.694	0.884	0.923	1	1	1
33245	ENSG00000072609.17	1	1	1	0.584	0.921	0.801
53628	ENSG00000144034.14	1	1	1	0.926	0.829	0.754
27398	ENSG00000153094.22	1	1	1	0.763	0.853	0.881
38822	ENSG00000033867.16	0.866	0.914	0.904	0.548	0.365	0.827
33461	ENSG00000094841.13	0.142	0.079	0.15	0.388	0.341	0.322
76597	ENSG00000136098.16	1	1	0.931	0.816	0.907	0.824
67909	ENSG00000105993.14	0.178	0.476	0.368	0.797	1	0.607
77588	ENSG00000124224.16	1	1	1	0.812	0.572	0.856
18491	ENSG00000133138.19	0.711	0.885	0.825	1	1	1
63014	ENSG00000159128.14	0.018	0.042	0	0.158	0.283	0.152
57501	ENSG00000162994.15	1	1	1	0.686	0.522	1
5021	ENSG00000077458.12	0.777	0.953	0.816	0.363	0.408	0.596
5659	ENSG00000010626.14	0.89	0.804	0.913	0.976	1	1
3249	ENSG00000106333.12	0.742	0.329	0.806	1	0.88	1
74070	ENSG00000155313.15	0.12	0.198	0.145	0	0	0.114
9266	ENSG00000102781.13	0.973	0.981	0.972	0.872	0.795	0.939
1404	ENSG00000234899.9	1	1	1	0.802	0.763	1
22757	ENSG00000116698.21	0.518	0.828	0.915	0.909	1	1
80788	ENSG00000149636.15	0.513	0.567	0.672	0.866	0.785	0.86
3271	ENSG00000128563.13	0.799	0.617	0.893	0.474	0.404	0.529
6470	ENSG00000168958.19	0.831	0.82	0.811	0.372	0.598	0.663
17527	ENSG00000149554.12	0.954	0.898	0.935	0.452	0.674	0.723
28435	ENSG00000169016.16	0.284	0.392	0.293	0.076	0.051	0.234
2436	ENSG00000103202.12	0.383	0	0.437	0.784	1	0.806
72402	ENSG00000185480.11	0.931	0.907	0.845	0.559	0.616	0.576
79766	ENSG00000254995.4	1	0.608	1	0.314	0.498	0.261
47255	ENSG00000204138.12	0.207	0.196	0.207	0.597	0.518	0.701
24503	ENSG00000032742.17	0.777	0.67	0.675	0.891	0.976	0.949
62674	ENSG00000130669.17	0.721	0.864	0.935	1	1	1
18410	ENSG00000264538.6	0.624	0.709	0.517	0.924	0.899	0.86
6620	ENSG00000139631.18	0.839	0.577	0.839	0.253	0.358	0.085
42546	ENSG00000100003.17	1	1	1	0.915	0.805	0.93
3880	ENSG00000122481.16	0.921	0.728	0.853	0.3	0.392	0.3
53616	ENSG00000171792.10	0.967	0.918	0.954	0.848	0.819	0.844
3887	ENSG00000122481.16	0.385	0.54	0.484	0.105	0	0.146
28903	ENSG00000116337.15	0.06	0.122	0.426	1	1	0.271
3539	ENSG00000073008.14	0.617	0.377	0.446	0.118	0	0
71451	ENSG00000125931.10	0	0	0	0.289	0.217	0
75628	ENSG00000029153.14	0.116	0.08	0.119	0.281	0.331	0.223
67597	ENSG00000109113.18	0.714	0.883	0.758	1	1	1
26776	ENSG00000158458.19	0.328	1	1	0	0	0
30005	ENSG00000100294.12	0.858	0.886	0.892	0.524	0.408	0.784
17130	ENSG00000165526.8	0.043	0.026	0.062	0.103	0.192	0.139
48228	ENSG00000147996.16	0.765	0.792	0.731	1	1	1
53092	ENSG00000087903.12	0.488	0.774	0.667	0.901	1	1
12184	ENSG00000187741.14	1	1	1	0.871	0.953	0.836
42587	ENSG00000005893.15	0.626	0.67	0.737	0.389	0.534	0.528
49590	ENSG00000139613.11	0.458	0.601	0.731	0.079	0.079	0.184
21479	ENSG00000156521.13	0.625	0.652	0.73	0.874	1	1
61526	ENSG00000179912.20	0.738	0.882	0.954	1	0.975	0.979
11352	ENSG00000131373.14	1	0.991	1	0.894	0.848	0.915
50039	ENSG00000100722.18	0.832	0.756	0.961	0.634	0.549	0.571
61532	ENSG00000179912.20	0.034	0.022	0.025	0.131	0.126	0.139
29198	ENSG00000141084.10	0.662	0.847	0.779	1	0.913	1
64431	ENSG00000074582.12	0.971	1	1	0.817	0.859	0.96
62680	ENSG00000137720.7	0.656	0.793	0.832	0.927	0.908	0.945
14759	ENSG00000115942.8	1	1	1	0.717	0.893	0.864
53635	ENSG00000144034.14	1	1	1	0.922	0.848	0.685
6403	ENSG00000100038.19	0.065	0.045	0.064	0.102	0.207	0.268
17547	ENSG00000237765.6	0.323	0.474	0.323	0.022	0.041	0.205
519	ENSG00000000419.12	0.366	0.181	0.358	0.903	0.65	0.773
73087	ENSG00000033100.16	1	1	1	0.818	0.837	0.934
73524	ENSG00000167525.13	1	1	1	0.592	0.743	0.521
71698	ENSG00000245213.6	1	1	1	0.74	0.7	0.709
71428	ENSG00000143612.19	0.776	0.779	0.755	0.644	0.706	0.583
16187	ENSG00000171988.18	0.942	0.915	0.798	0.979	0.986	1
39199	ENSG00000146556.14	0.334	1	0	1	1	1
72035	ENSG00000126746.17	0.684	0.651	0.758	0.831	0.948	0.902
58341	ENSG00000169241.17	0.907	0.907	0.844	0.789	0.783	0.686
13392	ENSG00000161010.14	1	0.854	0.735	0.192	0.294	0.526
24724	ENSG00000115310.17	0.554	0.584	0.56	0.744	0.827	0.82
22301	ENSG00000101040.19	0.259	0.214	0.248	0.529	0.528	0.414
70625	ENSG00000178761.14	0.109	0.072	0	0.171	0.225	0.359
26314	ENSG00000074219.13	0.962	0.741	0.94	0.992	0.99	0.963
42547	ENSG00000100003.17	1	1	1	0.917	0.826	0.929
46782	ENSG00000170921.15	0.05	0.082	0.077	0.272	0.377	0.169
62240	ENSG00000140416.19	0.799	1	1	0.261	0.355	1
79935	ENSG00000106462.10	0.455	0.465	0.309	0.103	0.182	0.137
66515	ENSG00000239445.5	1	1	1	0.904	0.916	0.484
18957	ENSG00000005801.16	0.018	0.106	0.087	0.166	0.217	0.274
64055	ENSG00000162063.12	0.962	1	1	0.829	0.737	0.962
3536	ENSG00000073008.14	0.964	0.988	0.951	0.826	0.952	0.512
4899	ENSG00000131127.13	1	1	1	1	0.488	0.768
5062	ENSG00000134324.11	0.273	0.334	0.344	0.166	0.111	0.187
31272	ENSG00000204147.9	0.548	0.564	0.69	0.879	1	1
70872	ENSG00000177674.15	0.116	0.098	0.014	0.226	0.264	0.289
14764	ENSG00000115942.8	1	1	1	0.72	0.893	0.873
38378	ENSG00000124570.17	0.46	0.824	0.299	0.824	1	1
48230	ENSG00000147996.16	0.777	0.827	0.753	1	1	1
15784	ENSG00000177542.10	0.452	1	0.653	1	1	1
36945	ENSG00000108509.20	0.676	0.777	0.573	0.962	0.919	0.861
46947	ENSG00000283196.1	1	1	1	0.36	0.628	1
66911	ENSG00000168679.17	1	1	1	0.903	0.665	0.863
21901	ENSG00000122417.15	0.947	0.929	0.921	0.491	0.607	0.79
35537	ENSG00000138078.15	0.52	0.563	0.609	0.201	0.223	0.479
64445	ENSG00000074582.12	0.979	1	1	0.805	0.871	0.974
32640	ENSG00000284523.1	1	0	1	0	0	0
35460	ENSG00000070882.12	0.787	0.64	0.762	0.923	0.969	0.838
38471	ENSG00000101654.17	0.736	0.721	0.779	0.968	0.893	0.862
4490	ENSG00000144354.13	0.04	0.046	0.086	0.283	0.109	0.098
11834	ENSG00000170634.12	1	1	1	0.206	0.609	1
53613	ENSG00000171792.10	0.956	0.895	0.939	0.814	0.77	0.802
6608	ENSG00000130731.15	0.768	0.44	0.558	0.826	1	1
5586	ENSG00000078403.16	0.054	0.041	0.081	0.233	0.124	0.248
52734	ENSG00000187987.9	1	0.88	1	0.585	0.601	0.778
61464	ENSG00000119688.20	0.398	0	1	0.799	1	1
42014	ENSG00000133678.13	0.61	1	1	0.135	0.439	0.439
15485	ENSG00000108433.16	1	1	1	0.686	1	0.531
44757	ENSG00000165629.19	0.721	0.9	0.909	0.399	0.227	0.766
40394	ENSG00000069493.14	1	1	1	0.643	1	0.726
59398	ENSG00000113240.12	0.016	0.046	0.095	0.171	0.109	0.386
13438	ENSG00000188313.12	0.919	0.89	0.956	0.433	0.735	0.785
79084	ENSG00000214941.7	0.268	0.386	0.193	0.086	0.105	0.103
67237	ENSG00000174353.17	0	0.13	0	0.527	0.309	1
1882	ENSG00000197056.9	0.145	0	0	0.145	0.403	0.474
6596	ENSG00000130731.15	0.788	0.564	0.618	0.878	1	1
15981	ENSG00000135622.12	0	0	1	0.256	1	1
49916	ENSG00000156787.16	0.827	0.899	0.97	1	1	1
4939	ENSG00000106100.10	0	0	0.095	0.248	0.139	1
70530	ENSG00000022840.15	0.059	0.04	0.065	0.174	0.098	0.195
53612	ENSG00000171792.10	0.945	0.87	0.924	0.778	0.726	0.763
56614	ENSG00000182389.19	0.791	0.455	0.49	1	0.752	1
31652	ENSG00000168591.15	0.841	0.697	0.899	0.528	0.417	0.575
71342	ENSG00000114062.18	0.912	0.862	0.765	1	1	1
74369	ENSG00000178026.12	0.189	0.225	0.368	0.588	0.734	0.774
78987	ENSG00000163249.11	0.833	0.914	0.923	0.57	0.4	0.82
80465	ENSG00000265681.7	0.964	0.917	0.944	0.495	0.933	0.298
42783	ENSG00000187953.10	0.959	0.979	0.981	0.845	0.903	0.838
5326	ENSG00000075413.17	0.136	0.282	0.441	0.812	0.93	0.703
46571	ENSG00000140157.14	0.922	0.955	1	0.772	0.836	0.828
53096	ENSG00000174405.13	1	1	1	0.733	0.952	0.815
74380	ENSG00000245958.6	0.341	1	1	0	0	0.437
29049	ENSG00000059378.12	1	1	1	0.786	0.91	0.802
68836	ENSG00000108389.9	0.03	0	0.182	0.342	0.238	0.404
53614	ENSG00000171792.10	0.948	0.868	0.927	0.769	0.738	0.782
31999	ENSG00000119596.17	0.822	0.794	0.902	0.978	0.972	0.925
61456	ENSG00000119688.20	1	1	1	0.764	0.823	0.909
26923	ENSG00000163006.11	1	1	0.928	0.899	0.792	0.763
24574	ENSG00000166321.13	0.563	0.547	0.763	1	0.813	1
31288	ENSG00000115163.14	0.621	0.509	0.554	0.79	0.904	0.753
34703	ENSG00000129292.20	0.266	0.15	0.173	0.037	0.16	0.007
32197	ENSG00000189298.13	1	1	1	0.781	0.714	0.911
6797	ENSG00000257621.7	0.805	0.907	1	0.501	0.543	0.802
29453	ENSG00000109184.14	0.28	0.321	0.195	0.058	0.17	0.063
14692	ENSG00000234741.7	0.556	0.776	0.698	1	0.698	1
9015	ENSG00000100325.14	0.951	0.951	0.944	0.808	0.73	0.834
10091	ENSG00000124596.16	0.819	0.864	0.809	0.927	1	0.962
12810	ENSG00000023516.8	1	0.757	0.933	0.56	0.51	0.769
58973	ENSG00000176974.19	0.457	0.567	0.511	0.707	0.693	0.725
63016	ENSG00000159128.14	0.018	0.041	0.028	0.154	0.308	0.148
8462	ENSG00000132330.16	0.81	0.737	0.913	1	0.924	1
13714	ENSG00000145868.16	0.901	0.843	0.805	0.645	0.718	0.657
52562	ENSG00000081377.16	1	1	1	0.585	0.83	1
3468	ENSG00000083168.9	0.568	0.499	0.473	0.253	0.148	0.376
3761	ENSG00000104133.14	0.786	0.919	0.94	1	1	0.976
33552	ENSG00000094975.13	0.853	0.84	0.829	0.5	0.452	0.743
37549	ENSG00000041982.15	0.211	0	0.211	0.47	0.755	1
2737	ENSG00000125970.11	0.491	0.748	0.654	0.287	0.235	0.315
66851	ENSG00000204681.10	0.974	1	1	0.797	0.955	0.907
42021	ENSG00000177683.13	0.93	0.923	0.933	0.77	0.709	0.836
50250	ENSG00000130958.11	0.922	0.981	0.981	0.754	0.704	0.937
39113	ENSG00000111011.17	0.818	0.785	0.894	0.968	1	1
51615	ENSG00000148985.19	0.721	1	0.705	1	1	0.874
13391	ENSG00000161010.14	0.284	0.317	0.351	0.151	0.063	0.192
29193	ENSG00000105323.16	1	1	1	0.905	0.898	0.865
29181	ENSG00000079156.16	0.916	1	1	0.757	0.147	0
68536	ENSG00000184445.11	0.774	0.705	0.876	0.964	0.849	1
4072	ENSG00000125354.22	0.331	0.404	0.15	0.236	0	0.026
78737	ENSG00000197343.10	0.262	0.231	0.193	0.028	0.117	0.029
12743	ENSG00000146350.13	0.714	0.804	1	1	1	1
2130	ENSG00000248932.5	0.833	0.754	0.874	0.941	1	1
54396	ENSG00000124508.16	1	0.957	0.94	0.734	0.739	0.897
59764	ENSG00000174718.11	0.808	0.874	0.889	1	1	1
23558	ENSG00000103121.8	0.618	0.757	0.824	0.865	0.83	0.947
61434	ENSG00000219626.8	0.892	0.834	1	0.389	0.727	0.222
69817	ENSG00000080823.22	0.275	0.397	0.471	0.759	0.612	0.811
71335	ENSG00000114062.18	0.922	0.857	0.782	1	1	1
21827	ENSG00000214425.7	1	1	0.538	0.127	0.368	0.699
70685	ENSG00000101187.15	0.867	0.86	0.49	0.257	0	0.292
23998	ENSG00000126777.17	0.259	0.301	0.314	0.5	0.358	0.449
75954	ENSG00000144893.12	1	0.678	1	0.467	0.513	0.345
6610	ENSG00000130731.15	0.795	0.806	0.848	0.926	1	0.921
12658	ENSG00000265818.1	0.855	0.798	0.969	1	0.975	0.979
71457	ENSG00000101849.15	0.164	0.164	0.113	0.057	0	0
43391	ENSG00000123472.12	0.909	0.927	0.913	0.685	0.655	0.868
78025	ENSG00000187630.15	0.786	0.649	0.769	0.281	0.461	0.079
17063	ENSG00000058799.14	0.153	0.371	0.105	0.591	0.53	0.514
2669	ENSG00000100505.13	1	1	0.74	0.686	0.57	0.725
23724	ENSG00000096093.15	0.664	0.741	0.927	1	1	1
30962	ENSG00000167775.10	0.826	0.854	0.884	0.96	0.946	1
43559	ENSG00000177034.14	0.797	0.89	0.859	1	0.935	1
5566	ENSG00000166352.15	1	0.942	1	0.729	0.782	0.94
74143	ENSG00000100416.12	0.461	0.267	0.706	0.9	0.881	0.857
46315	ENSG00000132199.18	0.614	0.634	0.669	1	0.802	1
74476	ENSG00000123636.17	0.825	0.825	0.586	0.943	1	1
28721	ENSG00000198373.12	0	0.04	0	0.232	0.185	0.162
3236	ENSG00000107290.13	0.379	0.321	0.329	0.182	0.11	0.208
37803	ENSG00000116731.22	0.605	0.933	0.74	0.976	0.977	0.898
14132	ENSG00000086666.18	0	0.08	0	0.275	0.152	0.119
58344	ENSG00000169241.17	0.903	0.898	0.818	0.766	0.768	0.642
47782	ENSG00000271147.7	0.733	1	0.873	0.502	0.49	0.54
43889	ENSG00000166262.15	0.435	0.599	0.631	0.041	0.299	0.066
74164	ENSG00000125812.15	0.759	0.843	0.943	1	1	1
6984	ENSG00000137817.16	0.652	0.672	0.721	0.854	0.825	0.907
71928	ENSG00000100239.15	0.592	0.699	0.729	0.834	0.896	0.896
41143	ENSG00000139620.12	0.976	0.944	0.95	0.807	0.945	0.722
75670	ENSG00000141127.14	0.181	0.306	0.257	0.056	0.032	0.04
14071	ENSG00000102901.12	0.858	0.905	0.915	1	1	1
5328	ENSG00000075413.17	0.846	0.648	0.371	0.961	0.937	0.991
33206	ENSG00000276291.5	1	0.975	1	0.804	0.821	0.955
17936	ENSG00000121073.13	0.459	0.308	0.349	0.933	0.748	0.664
62176	ENSG00000102893.15	0.638	0.649	0.716	0.9	0.878	0.838
34065	ENSG00000123349.13	0.458	0.184	0.429	0.854	1	0.575
59159	ENSG00000020577.13	0.552	0.549	0.556	0.336	0.338	0.38
53471	ENSG00000166444.18	1	0.507	1	0.462	0.43	0.641
19353	ENSG00000138658.15	0.481	0.448	0.646	0.254	0.196	0.252
50453	ENSG00000173681.16	1	1	1	0.714	0.909	0.831
14080	ENSG00000102901.12	0.856	0.904	0.917	1	1	1
35186	ENSG00000088543.14	0.679	0.613	1	0.514	0	0.209
50422	ENSG00000183137.14	0.176	0.616	0.49	0.562	1	1
2392	ENSG00000104228.12	0.661	0.619	0.88	0.939	1	1
59494	ENSG00000109736.14	1	1	1	0.85	0.911	0.915
49132	ENSG00000185684.12	1	1	1	1	0.548	0.548
47495	ENSG00000128989.10	0.673	0.647	0.723	0.844	0.808	0.819
54649	ENSG00000135486.17	0.788	0.893	0.867	0.965	1	0.918
77748	ENSG00000104093.13	0.908	1	1	0.848	0.749	0.883
8441	ENSG00000149548.14	0.675	0.713	1	1	1	1
76971	ENSG00000123415.15	0.602	1	1	0.274	0.602	0.791
27842	ENSG00000215039.6	1	0.72	0.855	0.545	0.517	0.551
13235	ENSG00000104164.10	0.987	0.942	0.923	0.873	0.736	0.873
43389	ENSG00000123472.12	0.894	0.924	0.912	0.689	0.676	0.853
66813	ENSG00000148120.16	0.42	0	0.707	1	1	0.853
51996	ENSG00000006837.11	1	1	1	0.798	0.763	0.673
25071	ENSG00000138606.19	0.859	1	0.762	0.493	0.503	0.101
41925	ENSG00000259431.5	0.865	0.935	0.967	0.671	0.812	0.717
49456	ENSG00000118816.9	0.632	1	1	0.571	0.478	0.462
25512	ENSG00000165801.9	0.828	0.731	0.772	0.972	0.988	0.879
39611	ENSG00000179950.13	0.009	0.042	0	0.077	0.13	0.229
64535	ENSG00000010818.9	0.768	0.763	1	1	1	1
57794	ENSG00000221926.11	0.697	0.456	0.535	0.834	0.812	1
19610	ENSG00000154845.15	0.754	0.401	0.399	0.182	0.252	0.208
6554	ENSG00000262879.5	0.615	0.427	0.827	0.151	0.175	0.062
36960	ENSG00000104529.17	0.549	0.495	0.531	1	1	0.508
9155	ENSG00000090857.13	0	0.065	0	0.332	0.058	0.608
13849	ENSG00000113456.18	0.754	0.883	0.834	0.489	0.454	0.742
47437	ENSG00000122545.18	0.225	0.12	0.368	0.498	0.588	0.741
59396	ENSG00000113240.12	0.056	0.11	0.18	0.204	0.192	0.326
61241	ENSG00000093000.18	0.26	0.229	0.148	0.049	0.066	0.146
78724	ENSG00000108788.11	0.844	0.785	0.773	0.94	1	0.953
46298	ENSG00000116039.11	1	0.667	1	0.586	0.571	0.75
6480	ENSG00000168958.19	0.963	0.922	0.802	0.659	0.681	0.781
79728	ENSG00000242110.7	0.784	0.605	0.95	0.923	1	1
63731	ENSG00000259066.5	1	1	1	0	0.328	1
26128	ENSG00000161956.12	0.786	0.798	0.873	0.979	0.976	0.891
24572	ENSG00000166321.13	1	0.702	0.876	0.485	0	0.541
70571	ENSG00000120802.13	0.824	0.94	0.918	0.648	0.449	0.865
41898	ENSG00000153317.14	0.895	0.863	0.886	0.714	0.78	0.733
34791	ENSG00000163818.16	1	0.945	1	0.776	0.531	0.891
15698	ENSG00000148153.13	0.674	0.576	0.809	0.866	0.863	0.909
22113	ENSG00000138101.18	0.394	0.839	0.543	0	0.302	0
63003	ENSG00000251595.7	1	1	0.738	0.231	0.601	0.735
13633	ENSG00000179406.7	0.764	1	1	0.787	0.581	0.455
60585	ENSG00000176155.18	0.294	0.238	0.238	0	0.043	0
35200	ENSG00000121310.16	0.738	0.836	0.8	1	1	1
